term	adj_pval	trait_efos	trait_category	program_name	enrichment	trait_reported	genes	study_id	pmid	-log10(adj_pval)
EFO_0006930	0.5860807655028055	EFO_0006930	measurement	2	2.059822262868049	Brain region volumes [total brain volume]	KTN1;HHIP;SEMA3A	GCST009518_82	PMID:31676860	0.2320425314303029
EFO_0006930	0.5860807655028055	EFO_0006930	measurement	2	2.059822262868049	Brain region volumes [white matter]	KTN1;HHIP;SEMA3A	GCST009518_83	PMID:31676860	0.2320425314303029
EFO_0006930	0.5860807655028055	EFO_0006930	measurement	2	2.059822262868049	Brain region volumes [left accumbens area]	KTN1;HHIP;SEMA3A	GCST009518_9	PMID:31676860	0.2320425314303029
EFO_0007797, EFO_0007849	0.5860807655028055	EFO_0007797, EFO_0007849	measurement	2	5.4268602540834845	Language functional connectivity	THBS1	GCST90093325	PMID:34929384	0.2320425314303029
EFO_0007824	0.5860807655028055	EFO_0007824	measurement	2	1.9400921658986174	Pattern 1 | hair/balding pattern	LAMC1;TLE4;EFEMP1;SYF2	NEALE2_2395_1		0.2320425314303029
EFO_0007876	0.5860807655028055	EFO_0007876	measurement	2	1.8051024162884828	Insomnia	NEGR1;MMRN1;SYCE1L;TGFBI	GCST007988	PMID:30804565	0.2320425314303029
EFO_0007876	0.5860807655028055	EFO_0007876	measurement	2	1.8051024162884828	Insomnia [Female]	NEGR1;MMRN1;SYCE1L;TGFBI	GCST007988_2	PMID:30804565	0.2320425314303029
EFO_0007876	0.5860807655028055	EFO_0007876	measurement	2	1.8051024162884828	Insomnia [Male]	NEGR1;MMRN1;SYCE1L;TGFBI	GCST007988_3	PMID:30804565	0.2320425314303029
EFO_0009589	0.5860807655028055	EFO_0009589	measurement	2	5.4268602540834845	Feeling worry	ECE1	GCST006950	PMID:29500382	0.2320425314303029
EFO_0004617	0.5863247973694643	EFO_0004617	measurement	24	1.3024602726466081	Cystatin C levels	SF3B1;IRF1;SIRT1;CSF1;TLK2;CREBRF;TBX2;HES1	GCST90025945	PMID:34226706	0.23186173785854713
EFO_0007006	0.5863326233216526	EFO_0007006	measurement	35	1.3134456253437183	Depressive symptoms	TCF4;ZMYND8;MEF2C	GCST007340	PMID:30643256	0.2318559411650012
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [Brain stem]	GRB10;TXNDC5;NUAK1	GCST009518	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left amygdala]	GRB10;TXNDC5;NUAK1	GCST009518_10	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left cerebellum exterior]	GRB10;TXNDC5;NUAK1	GCST009518_14	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left isthmus cingulate]	GRB10;TXNDC5;NUAK1	GCST009518_24	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [X3rd ventricle]	GRB10;TXNDC5;NUAK1	GCST009518_3	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left pallidum]	GRB10;TXNDC5;NUAK1	GCST009518_30	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left parahippocampal]	GRB10;TXNDC5;NUAK1	GCST009518_31	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left putamen]	GRB10;TXNDC5;NUAK1	GCST009518_38	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [X4th ventricle]	GRB10;TXNDC5;NUAK1	GCST009518_4	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right caudate]	GRB10;TXNDC5;NUAK1	GCST009518_48	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right cerebellum exterior]	GRB10;TXNDC5;NUAK1	GCST009518_49	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [cerebellar vermal lobules I V]	GRB10;TXNDC5;NUAK1	GCST009518_5	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right cerebellum white matter]	GRB10;TXNDC5;NUAK1	GCST009518_50	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right insula]	GRB10;TXNDC5;NUAK1	GCST009518_58	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [cerebellar vermal lobules VI VII]	GRB10;TXNDC5;NUAK1	GCST009518_6	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right pallidum]	GRB10;TXNDC5;NUAK1	GCST009518_66	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [cerebellar vermal lobules VIII X]	GRB10;TXNDC5;NUAK1	GCST009518_7	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right precuneus]	GRB10;TXNDC5;NUAK1	GCST009518_74	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [right putamen]	GRB10;TXNDC5;NUAK1	GCST009518_75	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [total brain volume]	GRB10;TXNDC5;NUAK1	GCST009518_82	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [white matter]	GRB10;TXNDC5;NUAK1	GCST009518_83	PMID:31676860	0.2317100834589232
EFO_0006930	0.5865295760754522	EFO_0006930	measurement	47	1.3959276325626282	Brain region volumes [left accumbens area]	GRB10;TXNDC5;NUAK1	GCST009518_9	PMID:31676860	0.2317100834589232
EFO_0005091	0.586776791085199	EFO_0005091	measurement	28	1.2383854195784647	Monocyte count	KLF6;BCL2A1;S1PR3;GSDMC;PDGFC;YWHAH;CITED2;UBASH3B	GCST90002344	PMID:32888493	0.2315270722366705
EFO_0007990	0.586776791085199	EFO_0007990	measurement	28	1.2428662501593777	Neutrophil percentage of white cells	GJA1;BCL2A1;HMGA2;NPC1;GSDMC;PLAUR;CDA;UBASH3B	GCST90002399	PMID:32888494	0.2315270722366705
EFO_0009925	0.586776791085199	EFO_0009925	measurement	28	3.064720027481965	Medication use (antithrombotic agents)	FGF5	GCST90018982	PMID:34594039	0.2315270722366705
EFO_0010724	0.586776791085199	EFO_0010724	measurement	28	1.5701662172250408	Leisure sedentary behaviour (television watching)	NPC1;EMP1;HMGA2	GCST010084	PMID:32317632	0.2315270722366705
EFO_0010724	0.586776791085199	EFO_0010724	measurement	28	1.5701662172250408	Leisure sedentary behaviour (computer use)	NPC1;EMP1;HMGA2	GCST010085	PMID:32317632	0.2315270722366705
EFO_0004833	0.5869648315878125	EFO_0004833	measurement	14	1.3561397061472722	Neutrophil count	ZNF316;ZEB2;TBC1D8;NPC1;TRIB2;VEGFA	GCST90002355	PMID:32888493	0.23138791903330694
EFO_0010092	0.5869648315878125	EFO_0010092	measurement	14	3.4687572590011615	Bitter alcoholic beverage consumption	NPC1	GCST008522	PMID:31046077	0.23138791903330694
EFO_0004611	0.587037436376573	EFO_0004611	measurement	50	1.486656519533232	LDL cholesterol levels	LIMS1;RAC1;LIPG;FN1	GCST010245	PMID:32203549	0.23133420217087988
EFO_0004761	0.587037436376573	EFO_0004761	measurement	50	1.4025012025012025	Serum uric acid levels	JAG1;GNAS;RAI14;HES1;GRB10	GCST90018977	PMID:34594039	0.23133420217087988
EFO_0007994	0.587037436376573	EFO_0007994	measurement	50	1.5119504785923081	Neutrophil percentage of granulocytes	PLAUR;BTG1;ITGB8;SPSB1	GCST004623	PMID:27863252	0.23133420217087988
EFO_0008475	0.587037436376573	EFO_0008475	measurement	50	3.4329611089718908	Experiencing mood swings	TCF4	GCST006944	PMID:29500382	0.23133420217087988
EFO_0009716	0.587037436376573	EFO_0009716	measurement	50	1.9846252917974725	Relative age of first facial hair	ANXA2;GRB10	NEALE2_2375		0.23133420217087988
EFO_0004348	0.5875576070819283	EFO_0004348	measurement	19	1.4872468501731715	Hematocrit	ACACA;PNPLA3;CYP51A1;NFIB;RAI14;SQLE	GCST90002308	PMID:32888493	0.2309495465689178
EFO_0004518	0.5875576070819283	EFO_0004518	measurement	19	1.4996301922205169	Serum creatinine levels	EPAS1;GNAS;GGT7;KRT18;RAI14;VEGFA	GCST90018979	PMID:34594039	0.2309495465689178
EFO_0004840	0.5875576070819283	EFO_0004840	measurement	19	1.3928295206503618	Cortical thickness	ME1;THSD4;DPYSL2;TUBA1A;NFIB;NAV3;LRP8;VEGFA	GCST90091061	PMID:34560273	0.2309495465689178
EFO_0600005	0.5875576070819283	EFO_0600005	measurement	19	4.6136060014387015	Ganglion cell inner plexiform layer (GCIPL) thickness	PIK3C2A	GCST90014267	PMID:33979322	0.2309495465689178
EFO_0007876	0.588186774281881	EFO_0007876	measurement	39	1.6432286079182632	Insomnia	TCF4;PAM;MMRN1;TANC2;GLIS3	GCST007988	PMID:30804565	0.2304847450805216
EFO_0007876	0.588186774281881	EFO_0007876	measurement	39	1.6432286079182632	Insomnia [Female]	TCF4;PAM;MMRN1;TANC2;GLIS3	GCST007988_2	PMID:30804565	0.2304847450805216
EFO_0007876	0.588186774281881	EFO_0007876	measurement	39	1.6432286079182632	Insomnia [Male]	TCF4;PAM;MMRN1;TANC2;GLIS3	GCST007988_3	PMID:30804565	0.2304847450805216
EFO_0005055	0.589232622927548	EFO_0005055	measurement	15	3.7425219941348975	QRS duration	CAV1	GCST007104	PMID:30012220	0.2297132164030572
EFO_0600004	0.589494926260938	EFO_0600004	measurement	34	6.0617184348527635	Retinal nerve fibre layer (RNFL) thickness	FRMD4B	GCST90014266	PMID:33979322	0.22951992849316666
EFO_0004761	0.5896645993703316	EFO_0004761	measurement	9	1.9592204139759424	Serum uric acid levels	GRB10;AAK1;BIRC6;SBF2;RAI14;USP34;CDC42BPA	GCST90018977	PMID:34594039	0.22939494439382505
EFO_0004644	0.5897381224014366	EFO_0004644	measurement	50	3.2469585488453414	TPE interval (resting)	HEY2	GCST010346	PMID:32386560	0.22934079724602952
EFO_0004644	0.5897381224014366	EFO_0004644	measurement	50	3.2469585488453414	TPE interval (resting) [men]	HEY2	GCST010346_2	PMID:32386560	0.22934079724602952
EFO_0004644	0.5897381224014366	EFO_0004644	measurement	50	3.2469585488453414	TPE interval (resting) [women]	HEY2	GCST010346_3	PMID:32386560	0.22934079724602952
EFO_0007824	0.5897381224014366	EFO_0007824	measurement	50	1.4743192619513559	Pattern 1 | hair/balding pattern	TCF4;ZNF618;PTHLH;NCOR2	NEALE2_2395_1		0.22934079724602952
EFO_0020864	0.5897381224014366	EFO_0020864	measurement	50	3.2469585488453414	Total cerebellar volume (excluding Crus I vermis)	HHIP	GCST90020190	PMID:35079123	0.22934079724602952
EFO_0004339	0.5898843408804894	EFO_0004339	measurement	1	1.8170743106402867	Height	TSEN15;HERPUD1;KLF6;SOCS2;BNIP3;BEND6;DDR2;FOXP1;HMGA1;SLC7A1;SERPINH1;SORBS2;IGF2BP2;MYC	GCST90018959	PMID:34594039	0.22923313249581204
EFO_0004644	0.5898843408804894	EFO_0004644	measurement	1	7.944237918215613	TPE interval (resting)	NCOA7;PYGB	GCST010346	PMID:32386560	0.22923313249581204
EFO_0004644	0.5898843408804894	EFO_0004644	measurement	1	7.944237918215613	TPE interval (resting) [men]	NCOA7;PYGB	GCST010346_2	PMID:32386560	0.22923313249581204
EFO_0004644	0.5898843408804894	EFO_0004644	measurement	1	7.944237918215613	TPE interval (resting) [women]	NCOA7;PYGB	GCST010346_3	PMID:32386560	0.22923313249581204
EFO_0005090	0.5898843408804894	EFO_0005090	measurement	1	2.9587752651590953	Basophil count	RGMB;LMO4;JDP2;SLC7A5;MYC	GCST90002296	PMID:32888493	0.22923313249581204
EFO_0007680	0.5898843408804894	EFO_0007680	measurement	1	4.709940887144082	Walking pace	FOXP1;NEBL;FHL2	GCST011122	PMID:33128006	0.22923313249581204
EFO_0009767	0.5898843408804894	EFO_0009767	measurement	1	8.971699244513731	Glycine levels	PHGDH;PSPH	GCST007638	PMID:30837465	0.22923313249581204
EFO_0004615	0.5899084540147251	EFO_0004615	measurement	35	1.216387430190881	Apolipoprotein B levels	LIMS1;PTK2;TRIB1;CDKN2B	GCST010243	PMID:32203549	0.22921537988503704
EFO_0004346, EFO_0004840	0.5900306208339281	EFO_0004346, EFO_0004840	measurement	38	2.3963809953875432	Cortical thickness (min-P)	NR2F1;COL5A2	GCST010696	PMID:32665545	0.2291254491813727
EFO_0004346, EFO_0004840	0.5900306208339281	EFO_0004346, EFO_0004840	measurement	38	2.3963809953875432	Cortical thickness (MOSTest)	NR2F1;COL5A2	GCST010700	PMID:32665545	0.2291254491813727
EFO_0004574	0.5900306208339281	EFO_0004574	measurement	38	1.8699990960860526	Total cholesterol levels	VIM;CMTM6;VLDLR	GCST90018974	PMID:34594039	0.2291254491813727
EFO_0005055	0.5900306208339281	EFO_0005055	measurement	38	4.222630834512023	QRS duration	TBX3	GCST007104	PMID:30012220	0.2291254491813727
EFO_0006784	0.5900306208339281	EFO_0006784	measurement	38	4.222630834512023	Birth length (MTAG)	IGF2BP3	GCST009499	PMID:31681408	0.2291254491813727
EFO_0006925	0.5900306208339281	EFO_0006925	measurement	38	4.479147914791479	Lipoprotein (a) levels	NFE2L3	GCST012232	PMID:33730874	0.2291254491813727
EFO_0007985	0.5900306208339281	EFO_0007985	measurement	38	1.2927312291629234	Plateletcrit	TBX3;CD33;PDGFC;RHOG;VIM;DCHS1;CD164;NFE2L3;FUT8;IGF2BP2;BCL2L1	GCST90002400	PMID:32888494	0.2291254491813727
EFO_0009597	0.5900306208339281	EFO_0009597	measurement	38	4.479147914791479	Feeling nervous	BDNF	GCST006948	PMID:29500382	0.2291254491813727
EFO_0010724	0.5900306208339281	EFO_0010724	measurement	38	1.8497487167563893	Leisure sedentary behaviour (television watching)	EMP1;FOXP1;BCHE	GCST010084	PMID:32317632	0.2291254491813727
EFO_0010724	0.5900306208339281	EFO_0010724	measurement	38	1.8497487167563893	Leisure sedentary behaviour (computer use)	EMP1;FOXP1;BCHE	GCST010085	PMID:32317632	0.2291254491813727
EFO_0004584	0.5903585289528459	EFO_0004584	measurement	28	1.2251273874136708	Mean platelet volume	ITGA6;PLEC;LRRFIP1;ASAP1;FXYD5;CITED2;CORO1C;UBASH3B	GCST90002349	PMID:32888493	0.2288841580947742
EFO_0004627	0.591009778045816	EFO_0004627	measurement	28	1.172157394843962	Insulin-like growth factor 1 levels	CRADD;HMGA2;PLEC;ZFP36L1;PLXNA2;MAP1A;HHIP;ACTN4;PRKAG2;E2F7;RGS4	GCST90025989	PMID:34226706	0.22840533381212422
EFO_0006334	0.5913165982944381	EFO_0006334	measurement	43	14.36852146263911	Iron status biomarkers (total iron binding capacity)	RRBP1	GCST011368	PMID:33536631	0.22817993015612803
EFO_0007984	0.5915235431138561	EFO_0007984	measurement	36	1.1333206317754874	Platelet distribution width	RIN2;ANKRD12;KLF9;SAV1;FOXO3;HERC1;MTSS1;BAZ2A;ITGA2;JMJD1C	GCST90002401	PMID:32888494	0.22802796542158368
EFO_0004509	0.5915519944828983	EFO_0004509	measurement	35	1.1109478211097876	Hemoglobin concentration	KLF6;FOXF1;SMAD1;MAP4K5;RORA;MEF2C;RAI14	GCST90002314	PMID:32888493	0.22800707702995138
EFO_0004528	0.5915519944828983	EFO_0004528	measurement	35	1.2748531475479055	Mean corpuscular hemoglobin concentration	TRIB1;PLCB1;ADGRL4	GCST90002332	PMID:32888493	0.22800707702995138
EFO_0004534	0.5915519944828983	EFO_0004534	measurement	35	2.0564885496183205	Creatine kinase levels	HBEGF	GCST006014	PMID:29403010	0.22800707702995138
EFO_0004541	0.5916891506054734	EFO_0004541	measurement	20	1.4532059750025403	Hemoglobin A1c levels	ALDH8A1;ZDHHC19;ACVR1C;ZC3H7A;FBLL1;NCALD;NUFIP2	GCST90025974	PMID:34226706	0.22790639400737783
EFO_0007877	0.5920026106741403	EFO_0007877	measurement	38	2.263555731658996	Number of sexual partners	PCDH7;FOXP1	GCST007326	PMID:30643258	0.22767637807628088
EFO_0004832	0.592152641185468	EFO_0004832	measurement	18	1.557781007139698	Optic disc size	ZNF385D;FILIP1L	GCST009462	PMID:31809533	0.22756632929098344
EFO_0009389	0.5922916702714024	EFO_0009389	measurement	21	1.7584811331984287	Sum eosinophil basophil counts	KLF3;JAK1;S1PR1	GCST004624	PMID:27863252	0.2274643750419932
EFO_0004339	0.5924586309522994	EFO_0004339	measurement	32	1.3865363735070575	Height	PTPN14;ZNF521;NUCKS1;PDS5B;TULP4;FOXP1;SLC7A1;B4GALT1;GOLIM4;NFIB;DLG5;TMEM184A	GCST90018959	PMID:34594039	0.22734196932863146
EFO_0004343	0.5924586309522994	EFO_0004343	measurement	32	1.5805864019585725	Waist-hip ratio	KCNJ2;PLCB3;ETV5;ADAM17;HSPA4;ANKRD28	GCST008996	PMID:30239722	0.22734196932863146
EFO_0004344	0.5924586309522994	EFO_0004344	measurement	32	1.7703477877171165	Birth weight	ADAM17;KCNJ2;PTPN14;PLCE1	GCST008362	PMID:31043758	0.22734196932863146
EFO_0004346, EFO_0004464	0.5924586309522994	EFO_0004346, EFO_0004464	measurement	32	1.5073475768629494	Brain morphology (min-P)	THSD4;FOXP1;ZNF652;DAAM1;TSC22D2;STRN3;NHSL1	GCST010699	PMID:32665545	0.22734196932863146
EFO_0004346, EFO_0004464	0.5924586309522994	EFO_0004346, EFO_0004464	measurement	32	1.5073475768629494	Brain morphology (MOSTest)	THSD4;FOXP1;ZNF652;DAAM1;TSC22D2;STRN3;NHSL1	GCST010703	PMID:32665545	0.22734196932863146
EFO_0004348	0.5924586309522994	EFO_0004348	measurement	32	1.5261048412614704	Hematocrit	ABCC6;SLC25A37;TBL1XR1;FOXP1;B4GALT1;DNMT3A;NFIB	GCST90002308	PMID:32888493	0.22734196932863146
EFO_0004462	0.5924586309522994	EFO_0004462	measurement	32	1.9750693875554794	PR interval	CAMK2D;FOXP1;TSC22D2;TLE3;RAP2B	GCST010321	PMID:32439900	0.22734196932863146
EFO_0004509	0.5924586309522994	EFO_0004509	measurement	32	1.4950884086444007	Hemoglobin concentration	LARP1;PPP1CB;ABCC6;SLC25A37;NFIA;B4GALT1;NFIB	GCST90002314	PMID:32888493	0.22734196932863146
EFO_0004530	0.5924586309522994	EFO_0004530	measurement	32	1.8546827759831703	Triglycerides	KCNJ2;CCNF;NFIA;HSPA4;ACTB	GCST90018975	PMID:34594039	0.22734196932863146
EFO_0004584	0.5924586309522994	EFO_0004584	measurement	32	1.482189721739025	Mean platelet volume	PDS5B;TLK1;RAB1A;ANKRD28;TSC22D2;STRN3;ADAM19;RASSF3	GCST90002349	PMID:32888493	0.22734196932863146
EFO_0004614	0.5924586309522994	EFO_0004614	measurement	32	1.692634609688729	Apolipoprotein A1 levels	KMT5A;NEIL2;ZC3H4;ANKRD10;B4GALT1;SLC12A2;SPC24;HERPUD2	GCST90025955	PMID:34226706	0.22734196932863146
EFO_0004630	0.5924586309522994	EFO_0004630	measurement	32	10.069360269360269	Factor VIII levels	NFIB	GCST007445	PMID:30586737	0.22734196932863146
EFO_0004644	0.5924586309522994	EFO_0004644	measurement	32	4.076167076167076	TPE interval (resting)	CAMK2D	GCST010346	PMID:32386560	0.22734196932863146
EFO_0004644	0.5924586309522994	EFO_0004644	measurement	32	4.076167076167076	TPE interval (resting) [men]	CAMK2D	GCST010346_2	PMID:32386560	0.22734196932863146
EFO_0004644	0.5924586309522994	EFO_0004644	measurement	32	4.076167076167076	TPE interval (resting) [women]	CAMK2D	GCST010346_3	PMID:32386560	0.22734196932863146
EFO_0004704	0.5924586309522994	EFO_0004704	measurement	32	3.76954211990893	Age at menopause	YIPF4;ADNP	GCST90026598	PMID:34050765	0.22734196932863146
EFO_0004730, EFO_0004748	0.5924586309522994	EFO_0004730, EFO_0004748	measurement	32	5.203413444792755	Thyroid hormone levels [TSH]	NFIA	GCST001856_7	PMID:23408906	0.22734196932863146
EFO_0004736	0.5924586309522994	EFO_0004736	measurement	32	1.8056796676409	Aspartate aminotransferase levels	KCNJ2;IRF2BPL;B4GALT1;PLCE1;DLG5	GCST90018944	PMID:34594039	0.22734196932863146
EFO_0004832	0.5924586309522994	EFO_0004832	measurement	32	2.442297281393433	Optic disc size	ARHGEF10;FOXP1;NOL4L	GCST009462	PMID:31809533	0.22734196932863146
EFO_0004842	0.5924586309522994	EFO_0004842	measurement	32	1.5583898396297493	Eosinophil counts	KCNJ2;MDM4;ZFP36L1;FBXW7;PTEN;TLE3;ZNF652	GCST90002302	PMID:32888493	0.22734196932863146
EFO_0005055	0.5924586309522994	EFO_0005055	measurement	32	4.3096681096681095	QRS duration	CRIM1	GCST007104	PMID:30012220	0.22734196932863146
EFO_0005091	0.5924586309522994	EFO_0005091	measurement	32	1.4982270915114735	Monocyte count	KCNJ2;HOXA3;ZNF516;CNN2;HSPA4;SERPINB9;NOL4L;PLCE1	GCST90002344	PMID:32888493	0.22734196932863146
EFO_0005193	0.5924586309522994	EFO_0005193	measurement	32	8.883541295306001	IgG N-glycosylation phenotypes (multivariate analysis)	B4GALT1	GCST009860	PMID:32128391	0.22734196932863146
EFO_0005213	0.5924586309522994	EFO_0005213	measurement	32	2.354031363852368	Central corneal thickness	CRIM1;LRRK1	GCST90000654	PMID:32528159	0.22734196932863146
EFO_0005665	0.5924586309522994	EFO_0005665	measurement	32	5.203413444792755	White matter hyperintensity volume	DCAKD	GCST011946	PMID:33293549	0.22734196932863146
EFO_0005671	0.5924586309522994	EFO_0005671	measurement	32	2.376090890349772	Lifetime smoking index	CD47;IRF2BPL;NOL4L	GCST009096	PMID:31689377	0.22734196932863146
EFO_0005763	0.5924586309522994	EFO_0005763	measurement	32	1.4782836785029168	Pulse pressure	PLCE1;FOSL2;ATP1B1;SLC12A2;MORF4L1;CRIM1	GCST90000061	PMID:33230300	0.22734196932863146
EFO_0006335	0.5924586309522994	EFO_0006335	measurement	32	8.883541295306001	Systolic blood pressure	PPP3CA	GCST90000066	PMID:33230300	0.22734196932863146
EFO_0006336	0.5924586309522994	EFO_0006336	measurement	32	1.692634609688729	Diastolic blood pressure	PLCB3;FOSL2;SBNO1;ZC3H4;ZFP36L1;STRN3;AXL;ZNF652	GCST90000059	PMID:33230300	0.22734196932863146
EFO_0006525	0.5924586309522994	EFO_0006525	measurement	32	3.277790006603566	Cigarettes smoked per day (MTAG)	FOXP1;NOL4L	GCST007463	PMID:30643251	0.22734196932863146
EFO_0006527	0.5924586309522994	EFO_0006527	measurement	32	1.598763360973973	Smoking initiation (ever regular vs never regular) (MTAG)	SAMD8;EFNA5;IRF2BPL;ZNF521;NUCKS1;TULP4;FOXP1;CPNE8;NOL4L;CRIM1	GCST007468	PMID:30643251	0.22734196932863146
EFO_0006925	0.5924586309522994	EFO_0006925	measurement	32	4.571472298745026	Lipoprotein (a) levels	TULP4	GCST012232	PMID:33730874	0.22734196932863146
EFO_0006937	0.5924586309522994	EFO_0006937	measurement	32	10.069360269360269	Optic disc area	NOL4L	GCST009411	PMID:31798171	0.22734196932863146
EFO_0007789	0.5924586309522994	EFO_0007789	measurement	32	1.6402917860731698	A body shape index	KCNJ2;SLC12A2;DNMT3A;HSPA4	GCST90020024	PMID:34021172	0.22734196932863146
EFO_0007797, EFO_0007849	0.5924586309522994	EFO_0007797, EFO_0007849	measurement	32	5.203413444792755	Language functional connectivity	PLCE1	GCST90093325	PMID:34929384	0.22734196932863146
EFO_0007841	0.5924586309522994	EFO_0007841	measurement	32	5.203413444792755	Facial morphology (segment 1)	THSD4	GCST90007181	PMID:33288918	0.22734196932863146
EFO_0007841	0.5924586309522994	EFO_0007841	measurement	32	5.203413444792755	Facial morphology (segment 2)	THSD4	GCST90007182	PMID:33288918	0.22734196932863146
EFO_0007843	0.5924586309522994	EFO_0007843	measurement	32	6.563460693895476	Nose size	FOXP1	GCST003999	PMID:27182965	0.22734196932863146
EFO_0007876	0.5924586309522994	EFO_0007876	measurement	32	1.729254047273725	Insomnia	GNAO1;NFIB;FOXP1;NOL4L	GCST007988	PMID:30804565	0.22734196932863146
EFO_0007876	0.5924586309522994	EFO_0007876	measurement	32	1.729254047273725	Insomnia [Female]	GNAO1;NFIB;FOXP1;NOL4L	GCST007988_2	PMID:30804565	0.22734196932863146
EFO_0007876	0.5924586309522994	EFO_0007876	measurement	32	1.729254047273725	Insomnia [Male]	GNAO1;NFIB;FOXP1;NOL4L	GCST007988_3	PMID:30804565	0.22734196932863146
EFO_0007877	0.5924586309522994	EFO_0007877	measurement	32	2.310527134193749	Number of sexual partners	NFIA;FOXP1	GCST007326	PMID:30643258	0.22734196932863146
EFO_0007978	0.5924586309522994	EFO_0007978	measurement	32	1.3972029253597997	Red blood cell count	PPP1CB;ABCC6;SLC25A37;ZC3H4;FOXP1;DNMT3A;PTEN;NFIB	GCST90002367	PMID:32888493	0.22734196932863146
EFO_0007991	0.5924586309522994	EFO_0007991	measurement	32	1.4497324291590858	Eosinophil percentage of white cells	KCNJ2;CNN2;FOXP1;FBXW7;NFIC;PTEN;NOL4L;TLE3;ZNF652	GCST90002382	PMID:32888494	0.22734196932863146
EFO_0008039	0.5924586309522994	EFO_0008039	measurement	32	2.063768251154546	Hip index	KCNJ2;FKBP9;PTPN14;FOXP1	GCST90020026	PMID:34021172	0.22734196932863146
EFO_0009253	0.5924586309522994	EFO_0009253	measurement	32	1.6199575371549895	Immature fraction of reticulocytes	TNRC6B;LARP1;FOXP1;DNMT3A;KCTD9;NOL4L;NUDT4	GCST90025971	PMID:34226706	0.22734196932863146
EFO_0009716	0.5924586309522994	EFO_0009716	measurement	32	2.4948816915589864	Relative age of first facial hair	KCNJ2;PDGFA	NEALE2_2375		0.22734196932863146
EFO_0009718	0.5924586309522994	EFO_0009718	measurement	32	1.616502182925487	Peak expiratory flow	ADAM19;THSD4;HSPA4;PCMTD1	GCST007430	PMID:30804560	0.22734196932863146
EFO_0009749	0.5924586309522994	EFO_0009749	measurement	32	1.8134061691378816	Age at first sexual intercourse	EFNA5;NFIB;ZNF652;ZNF521	GCST90000047	PMID:34211149	0.22734196932863146
EFO_0009928	0.5924586309522994	EFO_0009928	measurement	32	2.3991928974979824	Medication use (diuretics)	ZNF652;SLC7A1	GCST90018985	PMID:34594039	0.22734196932863146
EFO_0009942	0.5924586309522994	EFO_0009942	measurement	32	4.571472298745026	Medication use (glucocorticoids)	ZFP36L1	GCST90019000	PMID:34594039	0.22734196932863146
EFO_0010486	0.5924586309522994	EFO_0010486	measurement	32	6.037575757575757	Glucuronate levels	RNF152	GCST90026029	PMID:33437055	0.22734196932863146
