term	adj_pval	trait_efos	trait_category	program_name	enrichment	trait_reported	genes	study_id	pmid	-log10(adj_pval)
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Ascorbate (vitamin c) levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026126	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Citramalate levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026140	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Erythritol levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026156	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Hydroxyasparagine levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026185	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Methylmalonate (mma) levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026200	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Myo-inositol levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026203	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	N-acetylglucosamine/n-acetylgalactosamine levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026212	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	N-acetylhistidine levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026216	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Oxalate (ethanedioate) levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026243	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	N,n,n-trimethyl-alanylproline betaine (tmap) levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026306	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	Butyrate (4:0) levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026310	PMID:33437055	0.538648467992181
EFO_0004725	0.28930206394217595	EFO_0004725	measurement	24	1.901728004221079	4-chlorobenzoic acid levels	FHIT;FAM110B;RALYL;DAPK1;TRIML2;RORA;MEIS2	GCST90026314	PMID:33437055	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [Brain stem]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left amygdala]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_10	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left cerebellum exterior]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_14	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left isthmus cingulate]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_24	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [X3rd ventricle]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_3	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left pallidum]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_30	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left parahippocampal]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_31	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left putamen]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_38	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [X4th ventricle]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_4	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right caudate]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_48	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right cerebellum exterior]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_49	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [cerebellar vermal lobules I V]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_5	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right cerebellum white matter]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_50	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right insula]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_58	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [cerebellar vermal lobules VI VII]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_6	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right pallidum]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_66	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [cerebellar vermal lobules VIII X]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_7	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right precuneus]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_74	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [right putamen]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_75	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [total brain volume]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_82	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [white matter]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_83	PMID:31676860	0.538648467992181
EFO_0006930	0.28930206394217595	EFO_0006930	measurement	24	1.901728004221079	Brain region volumes [left accumbens area]	DAAM1;FOXO3;SLC20A2;SLC39A8;ISL1;ALDH1A2;STON1	GCST009518_9	PMID:31676860	0.538648467992181
EFO_0009718	0.2894500919929572	EFO_0009718	measurement	10	1.7691467432477668	Peak expiratory flow	DYSF;NCALD;COL15A1;COL4A2;JCAD;MECOM;GNA12;ADAM19;CACHD1;PLXNB2	GCST007430	PMID:30804560	0.5384263080697901
EFO_0007878, EFO_0009458	0.28949533494313245	EFO_0007878, EFO_0009458	measurement	24	2.5277062728627557	Problematic alcohol use (MTAG)	SLC4A8;SEMA6D;SORL1;SLC39A8	GCST010544	PMID:32451486	0.5383584302950225
EFO_0006335	0.2898339699260118	EFO_0006335	measurement	15	8.151919866444073	Systolic blood pressure	MBNL1;GAB2	GCST90000066	PMID:33230300	0.5378507144934653
EFO_0009253	0.28991067188970926	EFO_0009253	measurement	9	1.55662256285832	Immature fraction of reticulocytes	PLXND1;CCND2;UBASH3B;ARHGAP31;TSPAN15;KIT;HDAC7;NOD1;GJA1;ITGA1;HK1;BMP2K;ITGA4;L3MBTL3	GCST90025971	PMID:34226706	0.5377357975546042
EFO_0004696	0.29021239832658774	EFO_0004696	measurement	18	1.4876719196891486	Sex hormone-binding globulin levels	SMG6;EPHA2;RORA;DOCK4;ACTG1;SOX5;ADGRV1;ARHGAP10;TRIM2;MIXL1;CDK6;ZFPM1;EPHX1;CCND2;CACNA2D1;TRPS1;EMILIN2;SLC20A2;ACVR2A;ARID5B;CCND1;CALCR;EGR1	GCST90025958	PMID:34226706	0.5372840377638839
EFO_0004748	0.29021239832658774	EFO_0004748	measurement	18	6.723280861640431	Thyroid stimulating hormone levels	HES1;SULF1	GCST006899	PMID:30367059	0.5372840377638839
EFO_0007785	0.29021239832658774	EFO_0007785	measurement	18	4.109608340377571	Femoral neck bone mineral density	FLRT3;TNFRSF11A;WLS	GCST005795	PMID:29499414	0.5372840377638839
EFO_0007876	0.29041282030993043	EFO_0007876	measurement	16	1.7153333291440709	Insomnia	LRRTM4;ARHGAP10;PCDH15;ISL1;RASGRP1;HS6ST3;PTN;APOE;TRPS1	GCST007988	PMID:30804565	0.5369842155650504
EFO_0007876	0.29041282030993043	EFO_0007876	measurement	16	1.7153333291440709	Insomnia [Female]	LRRTM4;ARHGAP10;PCDH15;ISL1;RASGRP1;HS6ST3;PTN;APOE;TRPS1	GCST007988_2	PMID:30804565	0.5369842155650504
EFO_0007876	0.29041282030993043	EFO_0007876	measurement	16	1.7153333291440709	Insomnia [Male]	LRRTM4;ARHGAP10;PCDH15;ISL1;RASGRP1;HS6ST3;PTN;APOE;TRPS1	GCST007988_3	PMID:30804565	0.5369842155650504
EFO_0004527	0.2905222039124475	EFO_0004527	measurement	10	1.5626163368010448	Mean corpuscular hemoglobin	AUTS2;EPB41L2;BTG2;AGAP1;CITED2;F2R;TAL1;PREX1;PLCL1;RBPMS;NATD1;GJA1;BMP2K;ERG;ITM2C	GCST90018964	PMID:34594039	0.5368206699237497
EFO_0004309	0.29111446324495527	EFO_0004309	measurement	19	1.300575851977721	Platelet count	PSD3;IRS2;PDE10A;ETV1;EDNRA;DLK1;DACH1;KLF12;FAM168A;MITF;EGFR;SLC24A3;FHL2;ZBTB20;SLC5A3;STON2;TRPS1;HOXA9;PDGFC;ARID5B;NREP;HMGA2;MSI2;DNM3	GCST90002361	PMID:32888493	0.5359362172632267
EFO_0004615	0.29111446324495527	EFO_0004615	measurement	19	1.5554707101559944	Apolipoprotein B levels	MPPED2;COL4A2;MYOF;PCSK5;CCDC92;MITF;FN1;RSPO3;TRPS1;ALDH1A2	GCST010243	PMID:32203549	0.5359362172632267
EFO_0007991	0.29111446324495527	EFO_0007991	measurement	19	1.3282004730152162	Eosinophil percentage of white cells	MBD5;FOXO1;CREB5;KLF12;EYA4;NEDD4L;IKZF2;FOXP1;PDE8B;LPAR1;RUNX2;CDK6;MGAT5;HIVEP3;SMAD3;NFATC2;SPSB1;MSI2;BACH2;APBB1IP;SCD5	GCST90002382	PMID:32888494	0.5359362172632267
EFO_0010486	0.2912278645925382	EFO_0010486	measurement	27	4.217740527326698	Glucuronate levels	BNC2;SLIT3	GCST90026029	PMID:33437055	0.535767074208484
EFO_0010605	0.2912278645925382	EFO_0010605	measurement	27	4.217740527326698	Brainstem volume	PAPPA;FOXO3	GCST009697	PMID:31636452	0.535767074208484
EFO_0004467	0.29148715385411206	EFO_0004467	measurement	14	3.5402718392602637	Fasting insulin	ARL15;HMGA2;TLE4	GCST90002238	PMID:34059833	0.5353805802984748
EFO_0009332	0.29148715385411206	EFO_0009332	measurement	14	21.677563150074295	Executive function (trail making test B)	APOE	GCST90011296	PMID:32895543	0.5353805802984748
EFO_0004535	0.2916240897904556	EFO_0004535	measurement	22	1.8133323610715208	Serum albumin levels	ARL15;EEPD1;TRIM2;PLEC;RORA;DOCK4;STEAP1B;PPP1R3B;GRIK2	GCST90018945	PMID:34594039	0.535176603704747
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026052	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026060	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	1-stearoyl-2-linoleoyl-gpc (18:0/18:2) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026062	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	2,3-dihydroxy-2-methylbutyrate levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026067	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Ascorbate (vitamin c) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026126	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Citramalate levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026140	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Erythritol levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026156	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Hydroxyasparagine levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026185	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Methylmalonate (mma) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026200	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Myo-inositol levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026203	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	N-acetylglucosamine/n-acetylgalactosamine levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026212	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	N-acetylhistidine levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026216	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Oxalate (ethanedioate) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026243	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	N,n,n-trimethyl-alanylproline betaine (tmap) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026306	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	Butyrate (4:0) levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026310	PMID:33437055	0.5351490350770753
EFO_0004725	0.29164260241603035	EFO_0004725	measurement	13	1.7626058152373942	4-chlorobenzoic acid levels	PRUNE2;AUTS2;TTC28;CHRM3;IQCJ-SCHIP1;DTNA;FRMD4A	GCST90026314	PMID:33437055	0.5351490350770753
EFO_0007878, EFO_0009458	0.2917364968118958	EFO_0007878, EFO_0009458	measurement	29	2.8259352587710795	Problematic alcohol use (MTAG)	OTX2;RUNX1T1;AUTS2;ACSS3	GCST010544	PMID:32451486	0.5350092363821544
EFO_0004703	0.29248660364055123	EFO_0004703	measurement	25	1.4731726524775661	Menarche (age at onset)	CADM1;DLK1;SLIT3;ZBTB20;PLCB1;ARNTL;FNDC3A;PAPPA2;RBMS3;NREP;AKT3;ANXA1	GCST007078	PMID:30595370	0.5338940205158871
EFO_0009598	0.29248660364055123	EFO_0009598	measurement	25	3.6844903539419716	Feeling miserable	LSAMP;ARNTL	GCST006943	PMID:29500382	0.5338940205158871
EFO_0006781	0.29257761236044366	EFO_0006781	measurement	1	3.8862166639944418	Caffeine consumption from coffee	MEF2C;AHR	GCST011125	PMID:33287642	0.5337589085603369
EFO_0004530	0.2926714083200622	EFO_0004530	measurement	16	1.6492050181686644	Triglycerides	GADD45G;MAFB;MARK1;ITPR1;NPC1;CMIP;CITED2;GLI2;VCAN;TRPS1	GCST90018975	PMID:34594039	0.5336197026271479
EFO_0004703	0.2926714083200622	EFO_0004703	measurement	16	1.5672068427186174	Menarche (age at onset)	PHF21A;KCTD8;GADD45G;LEPR;FOXO3;KLF12;SEMA6D;PLCB1;GREB1;AKT3;SOX5;PRKD1	GCST007078	PMID:30595370	0.5336197026271479
EFO_0004327	0.29299506463082553	EFO_0004327	measurement	12	2.3815551537070525	Electrocardiographic traits (multivariate)	CRIM1;ARHGAP24;HCN1;MEIS1	GCST011010	PMID:32602732	0.533139695078146
EFO_0004832	0.29299506463082553	EFO_0004832	measurement	12	1.958327677480657	Optic disc size	NAV1;ZEB2;LRCH1;TSPAN9;TANC2;TNS1	GCST009462	PMID:31809533	0.533139695078146
EFO_0004568	0.29324166251619244	EFO_0004568	measurement	19	1.6544317988788857	Non-albumin protein levels	TP63;SMAD3;LPP;GREB1L;RSPO3;COL4A1;COLEC11;STON1	GCST90019515	PMID:33462484	0.5327743269521956
EFO_0005091	0.2934847590121881	EFO_0005091	measurement	16	1.43619023716903	Monocyte count	ZBTB16;MAFB;PLEKHA6;SESN3;ZNF516;RGS5;PLCB1;CITED2;ACVR2A;RBPMS;MSI2;SPRED2;GATA6;HOXA3;TRPS1;TCF7L2;CSF1	GCST90002344	PMID:32888493	0.5324144472230804
EFO_0005665	0.29357223436977237	EFO_0005665	measurement	19	3.64314789687924	White matter hyperintensity volume	VCAN;COL4A2	GCST011946	PMID:33293549	0.5322850217471529
EFO_0007797, EFO_0007849	0.29357223436977237	EFO_0007797, EFO_0007849	measurement	19	3.64314789687924	Language functional connectivity	THBS1;DACT1	GCST90093325	PMID:34929384	0.5322850217471529
EFO_0007841	0.29357223436977237	EFO_0007841	measurement	19	3.64314789687924	Facial morphology (segment 1)	TRPS1;THSD4	GCST90007181	PMID:33288918	0.5322850217471529
EFO_0007841	0.29357223436977237	EFO_0007841	measurement	19	3.64314789687924	Facial morphology (segment 2)	TRPS1;THSD4	GCST90007182	PMID:33288918	0.5322850217471529
EFO_0008393	0.29362724048792005	EFO_0008393	measurement	27	2.8925603312865915	Reaction time	SEMA6D;SPATS2L;FOXO3	GCST006268	PMID:29844566	0.5322036563690311
EFO_0004343	0.29423069431016724	EFO_0004343	measurement	25	1.4415141371429	Waist-hip ratio	CDH13;COL4A2;ARNTL;COL11A1;ABCA1;LAMB1;DUSP6;RSPO3;LINGO2;ADAMTS9;SLC22A3;MAML3;LONRF2	GCST008996	PMID:30239722	0.5313120234025352
EFO_0004765	0.29423069431016724	EFO_0004765	measurement	25	1.6362216547018171	Predicted visceral adipose tissue	HIVEP2;AUTS2;DLK1;HIVEP3;ARNTL;DUSP6;LINGO2;MAML3	GCST008744	PMID:31501611	0.5313120234025352
EFO_0004819	0.29423069431016724	EFO_0004819	measurement	25	9.145576239280485	Resistin levels	CDK6	GCST90012034	PMID:33067605	0.5313120234025352
EFO_0004869	0.29423069431016724	EFO_0004869	measurement	25	9.145576239280485	Chitinase-3-like protein 1 levels	RORA	GCST90012039	PMID:33067605	0.5313120234025352
EFO_0008375	0.29423069431016724	EFO_0008375	measurement	25	1.797929348607583	Macular thickness	EFEMP1;FBN1;PDGFRA;CDKN2B;ADAMTS9;FAT1	GCST006976	PMID:30535121	0.5313120234025352
EFO_0007996	0.29475411637511034	EFO_0007996	measurement	23	2.135320495911369	Eosinophil percentage of granulocytes	ZFPM1;INPP5D;IKZF2;FOXO1;STEAP1B;CARD11;ANKRD33B	GCST004617	PMID:27863252	0.5305401210708286
EFO_0004713	0.2947851101561879	EFO_0004713	measurement	23	1.5516372240443357	Lung function (FEV1/FVC)	SMG6;AUTS2;UBASH3B;ARNTL;FGFR2;GPC5;CPEB4;LNX1;ADAM33;GLIS3;SYN3;ELAVL2;ARHGAP42;FRMD4A;ANO1;HDAC4;SORL1	GCST90025978	PMID:34226706	0.530494456838486
EFO_0004730, EFO_0004748	0.2947851101561879	EFO_0004730, EFO_0004748	measurement	23	5.830766800916055	Thyroid hormone levels [TSH]	SASH1;GLIS3	GCST001856_7	PMID:23408906	0.530494456838486
EFO_0005091	0.2947851101561879	EFO_0005091	measurement	23	1.6412091080839217	Monocyte count	FGD4;THRB;PMAIP1;ANK1;UBASH3B;INPP5D;GPC5;KITLG;CSNK1G1;CPEB4;FOXO1;MSI2;EGF;TCF7L2	GCST90002344	PMID:32888493	0.530494456838486
EFO_0009588	0.2947851101561879	EFO_0009588	measurement	23	5.830766800916055	Feeling fed-up	CADM2;GBE1	GCST006947	PMID:29500382	0.530494456838486
EFO_0009589	0.2947851101561879	EFO_0009589	measurement	23	5.830766800916055	Feeling worry	CAMTA1;RBFOX1	GCST006950	PMID:29500382	0.530494456838486
EFO_0004533	0.29503290298069107	EFO_0004533	measurement	9	1.6158121263413243	Serum alkaline phosphatase levels	ITPKB;MEF2C;COL4A2;UBASH3B;MFGE8;RP1;FLI1;ITGA1;LPL;SERPING1;CRMP1;TNFRSF11A	GCST90018942	PMID:34594039	0.5301295474587405
EFO_0007986	0.29507749876838524	EFO_0007986	measurement	14	1.40476768229831	High light scatter reticulocyte count	BMP2;UBASH3B;CITED2;LPP;ABCG2;IRS1;HK1;FAT1;L3MBTL3;JAG1;ID2;ANGPT1;LPAR1;APOE;ATP2B1;ARL15;PROX1;IKZF1;ARHGAP42;ITPR2;TNS1;GLS;ADAMTS9;ATP11A	GCST90025970	PMID:34226706	0.5300639065058234
EFO_0007997	0.29507749876838524	EFO_0007997	measurement	14	1.7604106343774677	Granulocyte percentage of myeloid white cells	ID2;UBASH3B;ZNF516;PAN3;IKZF1;PLAGL1;LPP;IRS1;CHSY1;SPRED2	GCST004608	PMID:27863252	0.5300639065058234
EFO_0004536	0.29526209117381663	EFO_0004536	measurement	28	1.8361089908764452	Serum total protein level	RUNX1;ST6GAL1;CFLAR;TLE4;AFF3;ZSWIM8;STAG1;IFITM2;NFKBIA;SOX5;CYP26A1;EOMES	GCST90018976	PMID:34594039	0.5297923087100505
EFO_0004695	0.29526209117381663	EFO_0004695	measurement	28	2.3453899564023897	Intraocular pressure	AFAP1;LMX1B;LPP;FERMT2;GAB2;GAS7;ANGPT2	GCST006412	PMID:29785010	0.5297923087100505
EFO_0004532	0.29540119343124893	EFO_0004532	measurement	10	1.6173889990026638	Gamma glutamyl transpeptidase	DMTN;JCAD;SIPA1L2;EPHA2;SH3PXD2B;ARHGEF15;TAL1;LPP;ACE;RP1;COL4A1;ST3GAL4;ACTG1	GCST90018954	PMID:34594039	0.5295877544554879
EFO_0007978	0.2966986572120499	EFO_0007978	measurement	20	1.5146899616518765	Red blood cell count	WLS;WWOX;RSPO3;RORA;GJA1;SLC39A8;ESRRG;SSH2;FMN1;PREX1;MITF;DDX58;TBX6;HCRTR2;CPS1;ZNRF3;TRPS1;SPRED2;ALDH1A2	GCST90002367	PMID:32888493	0.5276844191928202
EFO_0010724	0.29758196884410515	EFO_0010724	measurement	6	2.4275020269444783	Leisure sedentary behaviour (television watching)	NOVA1;BCL11A;CTBP2;FOXP1;HMGA2;NPC1;SLC39A8	GCST010084	PMID:32317632	0.5263933872012478
EFO_0010724	0.29758196884410515	EFO_0010724	measurement	6	2.4275020269444783	Leisure sedentary behaviour (computer use)	NOVA1;BCL11A;CTBP2;FOXP1;HMGA2;NPC1;SLC39A8	GCST010085	PMID:32317632	0.5263933872012478
EFO_0004312	0.29803686288161085	EFO_0004312	measurement	15	1.5828245693750258	Lung function (FVC)	TRIM24;DIAPH3;AUTS2;AGAP1;SHROOM3;ANTXR1;WWOX;BCKDHB;GLI3;FOXP1;DIS3L2;EPB41L2;PLCB1;DSP;LTBP1;AFF3;PATJ;EFNA5;FKBP5;SCMH1	GCST007081	PMID:30595370	0.5257300166084203
EFO_0007006	0.29803686288161085	EFO_0007006	measurement	15	2.1945021718383475	Depressive symptoms	LSAMP;SCAI;FHIT;SLC7A11;CTTNBP2;SDK1;MBNL1;ASCC3	GCST007340	PMID:30643256	0.5257300166084203
EFO_0005208	0.29896833261568784	EFO_0005208	measurement	21	1.4835293282737834	Estimated glomerular filtration rate	FOXO3;GATM;SMAD3;CGNL1;PRRX1;RERG;TANC1;HES1;ERBB4;GAB2;MLLT3;SETBP1	GCST008058	PMID:31152163	0.5243748106675764
EFO_0004343	0.2990802723616359	EFO_0004343	measurement	17	2.145322028856165	Waist-hip ratio	SMG6;EYA1;CADM2;SDCCAG8;KIAA1328;CDCA2;SYT10;GPC6;APOE;BCKDHB;HMGB1;CRADD	GCST008996	PMID:30239722	0.5242122325288298
EFO_0004509	0.2990802723616359	EFO_0004509	measurement	17	2.0430927277642605	Hemoglobin concentration	EPB41L5;RAD51B;TFRC;FMN1;ACSBG1;GMDS;SLC25A37;WWOX;TPM1;PHGDH;NREP;RORA;BICC1;SLC7A5	GCST90002314	PMID:32888493	0.5242122325288298
EFO_0004527	0.2990802723616359	EFO_0004527	measurement	17	2.0651411542452704	Mean corpuscular hemoglobin	TYMS;RAD51B;EPB41L2;TFRC;MCM4;AGAP1;SLC25A37;TXN;FOXP1;NREP;SLC7A5;HMGB1;ITM2C	GCST90018964	PMID:34594039	0.5242122325288298
EFO_0004696	0.2990802723616359	EFO_0004696	measurement	17	1.8436915785905357	Sex hormone-binding globulin levels	SMG6;CYB5A;CDK19;RORA;ACTG1;E2F7;ADGRV1;GLI2;SLC25A37;APOE;ERLIN1;MIF;BANP;EYA1;TXN;AKNA;HMGA2;EGR1;IPO11	GCST90025958	PMID:34226706	0.5242122325288298
